Data,Hora,Pressao Atmosferica,Temperatura,Altitude Primeira fórmula(S/T),Altitude Segunda fórmula(C/T)
2024/05/08, 00:25,956.6984,26.8472,481.83,501.65
2024/05/08, 00:25,956.6863,26.8461,481.94,501.76
2024/05/08, 00:25,956.6958,26.844,481.85,501.67
2024/05/08, 00:26,956.6914,26.8442,481.89,501.71
2024/05/08, 00:26,956.6869,26.8422,481.93,501.74
2024/05/08, 00:26,956.687,26.8418,481.93,501.74
2024/05/08, 00:26,956.6922,26.8431,481.88,501.7
2024/05/08, 00:26,956.6799,26.8415,481.99,501.81
2024/05/08, 00:26,956.6766,26.8399,482.02,501.83
2024/05/08, 00:26,956.6755,26.8393,482.03,501.84
2024/05/08, 00:26,956.6808,26.8374,481.98,501.79
2024/05/08, 00:26,956.6962,26.8372,481.85,501.65
2024/05/08, 00:26,956.7003,26.8385,481.81,501.62
2024/05/08, 00:26,956.6921,26.8385,481.88,501.69
2024/05/08, 00:26,956.6836,26.8351,481.96,501.76
2024/05/08, 00:27,956.6835,26.8336,481.96,501.76
2024/05/08, 00:27,956.6732,26.8341,482.05,501.86
2024/05/08, 00:27,956.6702,26.8331,482.08,501.88
2024/05/08, 00:27,956.6626,26.8316,482.14,501.95
2024/05/08, 00:27,956.6702,26.8307,482.08,501.88
2024/05/08, 00:27,956.6718,26.8301,482.06,501.86
2024/05/08, 00:27,956.6727,26.8296,482.05,501.85
2024/05/08, 00:27,956.68,26.828,481.99,501.78
2024/05/08, 00:27,956.6803,26.8291,481.99,501.78
2024/05/08, 00:27,956.6791,26.8273,482.0,501.79
2024/05/08, 00:27,956.687,26.8259,481.93,501.72
2024/05/08, 00:27,956.6813,26.8252,481.98,501.77
2024/05/08, 00:28,956.6692,26.8252,482.08,501.88
2024/05/08, 00:28,956.663,26.8247,482.14,501.93
2024/05/08, 00:28,956.6646,26.8237,482.12,501.92
2024/05/08, 00:28,956.6621,26.823,482.15,501.94
2024/05/08, 00:28,956.6599,26.823,482.17,501.96
2024/05/08, 00:28,956.658,26.8225,482.18,501.97
2024/05/08, 00:28,956.6532,26.8221,482.22,502.02
2024/05/08, 00:28,956.6459,26.8209,482.29,502.08
2024/05/08, 00:28,956.6498,26.8196,482.25,502.04
2024/05/08, 00:28,956.6542,26.8191,482.22,502.0
2024/05/08, 00:28,956.6496,26.8172,482.26,502.04
2024/05/08, 00:28,956.652,26.8172,482.23,502.02
2024/05/08, 00:29,956.6607,26.8176,482.16,501.94
2024/05/08, 00:29,956.6501,26.816,482.25,502.03
2024/05/08, 00:29,956.6552,26.8159,482.21,501.99
2024/05/08, 00:29,956.6635,26.8153,482.13,501.91
2024/05/08, 00:29,956.6616,26.8144,482.15,501.93
2024/05/08, 00:29,956.6526,26.814,482.23,502.01
2024/05/08, 00:29,956.6511,26.8137,482.24,502.02
2024/05/08, 00:29,956.641,26.8126,482.33,502.11
2024/05/08, 00:29,956.6433,26.8133,482.31,502.09
2024/05/08, 00:29,956.639,26.8122,482.35,502.13
2024/05/08, 00:29,956.645,26.8122,482.3,502.07
2024/05/08, 00:29,956.6351,26.8115,482.38,502.16
2024/05/08, 00:30,956.639,26.8107,482.35,502.13
2024/05/08, 00:30,956.6375,26.8097,482.36,502.14
2024/05/08, 00:30,956.6423,26.8102,482.32,502.1
2024/05/08, 00:30,956.6392,26.8096,482.35,502.12
2024/05/08, 00:30,956.6443,26.8125,482.3,502.08
2024/05/08, 00:30,956.6306,26.8108,482.42,502.2
2024/05/08, 00:30,956.6298,26.8104,482.43,502.21
2024/05/08, 00:30,956.6345,26.8099,482.39,502.17
2024/05/08, 00:30,956.6322,26.8087,482.41,502.19
2024/05/08, 00:30,956.6367,26.8085,482.37,502.14
2024/05/08, 00:30,956.6389,26.8083,482.35,502.12
2024/05/08, 00:30,956.6475,26.8096,482.27,502.05
2024/05/08, 00:31,956.642,26.8113,482.32,502.1
2024/05/08, 00:31,956.6403,26.8105,482.34,502.11
2024/05/08, 00:31,956.6476,26.8116,482.27,502.05
2024/05/08, 00:31,956.6489,26.8123,482.26,502.04
2024/05/08, 00:31,956.6367,26.8126,482.37,502.15
2024/05/08, 00:31,956.6375,26.811,482.36,502.14
2024/05/08, 00:31,956.6448,26.8102,482.3,502.07
2024/05/08, 00:31,956.6398,26.8109,482.34,502.12
2024/05/08, 00:31,956.6498,26.8115,482.25,502.03
2024/05/08, 00:31,956.6447,26.8099,482.3,502.07
2024/05/08, 00:31,956.6403,26.8088,482.34,502.11
2024/05/08, 00:32,956.6453,26.8091,482.29,502.07
2024/05/08, 00:32,956.6557,26.811,482.2,501.98
2024/05/08, 00:32,956.6476,26.8098,482.27,502.05
2024/05/08, 00:32,956.6429,26.8106,482.31,502.09
2024/05/08, 00:32,956.6504,26.8093,482.25,502.02
2024/05/08, 00:32,956.6495,26.809,482.26,502.03
2024/05/08, 00:32,956.6505,26.8095,482.25,502.02
2024/05/08, 00:32,956.6582,26.8098,482.18,501.95
2024/05/08, 00:32,956.6465,26.8086,482.28,502.06
2024/05/08, 00:32,956.6454,26.8081,482.29,502.06
2024/05/08, 00:32,956.6465,26.8078,482.28,502.05
2024/05/08, 00:32,956.657,26.81,482.19,501.96
2024/05/08, 00:33,956.6479,26.8106,482.27,502.05
2024/05/08, 00:33,956.6492,26.81,482.26,502.03
2024/05/08, 00:33,956.6569,26.8105,482.19,501.96
2024/05/08, 00:33,956.6488,26.8106,482.26,502.04
2024/05/08, 00:33,956.6535,26.8105,482.22,501.99
2024/05/08, 00:33,956.6587,26.8123,482.18,501.95
2024/05/08, 00:33,956.669,26.8121,482.09,501.86
2024/05/08, 00:33,956.6508,26.8119,482.24,502.02
2024/05/08, 00:33,956.6493,26.81,482.26,502.03
2024/05/08, 00:33,956.6404,26.8107,482.34,502.11
2024/05/08, 00:33,956.6272,26.8102,482.45,502.23
2024/05/08, 00:33,956.6373,26.8112,482.36,502.14
2024/05/08, 00:34,956.6472,26.8122,482.28,502.05
2024/05/08, 00:34,956.647,26.8126,482.28,502.06
2024/05/08, 00:34,956.6486,26.8118,482.26,502.04
2024/05/08, 00:34,956.6382,26.8125,482.35,502.14
2024/05/08, 00:34,956.6473,26.8136,482.28,502.06
2024/05/08, 00:34,956.6481,26.8135,482.27,502.05
2024/05/08, 00:34,956.6426,26.8132,482.32,502.1
2024/05/08, 00:34,956.6523,26.8131,482.23,502.01
2024/05/08, 00:34,956.6431,26.813,482.31,502.09
2024/05/08, 00:34,956.6395,26.8135,482.34,502.13
2024/05/08, 00:34,956.6467,26.8144,482.28,502.06
2024/05/08, 00:34,956.6421,26.814,482.32,502.1
2024/05/08, 00:35,956.6382,26.814,482.35,502.14
2024/05/08, 00:35,956.6353,26.8132,482.38,502.16
2024/05/08, 00:35,956.6367,26.8138,482.37,502.15
2024/05/08, 00:35,956.6323,26.8138,482.41,502.19
2024/05/08, 00:35,956.6272,26.8143,482.45,502.24
2024/05/08, 00:35,956.6332,26.8152,482.4,502.19
2024/05/08, 00:35,956.6349,26.8163,482.38,502.17
2024/05/08, 00:35,956.6368,26.8157,482.37,502.16
2024/05/08, 00:35,956.6324,26.8153,482.41,502.19
2024/05/08, 00:35,956.6362,26.8154,482.37,502.16
2024/05/08, 00:35,956.6438,26.8167,482.31,502.09
2024/05/08, 00:35,956.625,26.8167,482.47,502.26
2024/05/08, 00:36,956.6121,26.8169,482.58,502.38
2024/05/08, 00:36,956.6114,26.8177,482.59,502.39
2024/05/08, 00:36,956.6191,26.8174,482.52,502.32
2024/05/08, 00:36,956.6227,26.8166,482.49,502.28
2024/05/08, 00:36,956.6288,26.8168,482.44,502.23
2024/05/08, 00:36,956.6383,26.8173,482.35,502.14
2024/05/08, 00:36,956.6283,26.8176,482.44,502.24
2024/05/08, 00:36,956.6303,26.8174,482.42,502.22
2024/05/08, 00:36,956.6307,26.8182,482.42,502.21
2024/05/08, 00:36,956.6284,26.8173,482.44,502.23
2024/05/08, 00:36,956.6299,26.817,482.43,502.22
2024/05/08, 00:36,956.6324,26.8176,482.41,502.2
2024/05/08, 00:37,956.6285,26.8164,482.44,502.23
2024/05/08, 00:37,956.627,26.8156,482.45,502.24
2024/05/08, 00:37,956.6221,26.8165,482.5,502.29
2024/05/08, 00:37,956.6222,26.8167,482.49,502.29
2024/05/08, 00:37,956.6128,26.8171,482.58,502.38
2024/05/08, 00:37,956.6103,26.8145,482.6,502.39
2024/05/08, 00:37,956.6127,26.8157,482.58,502.37
2024/05/08, 00:37,956.6069,26.8158,482.63,502.43
2024/05/08, 00:37,956.6053,26.816,482.64,502.44
2024/05/08, 00:37,956.6003,26.8153,482.69,502.49
2024/05/08, 00:37,956.6067,26.8151,482.63,502.43
2024/05/08, 00:37,956.5995,26.8139,482.69,502.49
2024/05/08, 00:38,956.5986,26.8148,482.7,502.5
2024/05/08, 00:38,956.6088,26.8149,482.61,502.41
2024/05/08, 00:38,956.6028,26.8141,482.66,502.46
2024/05/08, 00:38,956.6012,26.8135,482.68,502.47
2024/05/08, 00:38,956.5952,26.8123,482.73,502.53
2024/05/08, 00:38,956.5965,26.8126,482.72,502.52
2024/05/08, 00:38,956.6005,26.8117,482.68,502.48
2024/05/08, 00:38,956.5993,26.8107,482.69,502.49
2024/05/08, 00:38,956.5977,26.8105,482.71,502.5
2024/05/08, 00:38,956.5955,26.8103,482.73,502.52
2024/05/08, 00:38,956.6023,26.8105,482.67,502.46
2024/05/08, 00:38,956.6072,26.8113,482.63,502.42
2024/05/08, 00:39,956.6026,26.8117,482.67,502.46
2024/05/08, 00:39,956.5924,26.8115,482.75,502.55
2024/05/08, 00:39,956.5915,26.8113,482.76,502.56
2024/05/08, 00:39,956.5927,26.8112,482.75,502.55
2024/05/08, 00:39,956.577,26.8118,482.89,502.69
2024/05/08, 00:39,956.582,26.8097,482.84,502.64
2024/05/08, 00:39,956.5983,26.8103,482.7,502.5
2024/05/08, 00:39,956.5977,26.8109,482.71,502.5
2024/05/08, 00:39,956.6066,26.8123,482.63,502.42
2024/05/08, 00:39,956.6092,26.8115,482.61,502.4
2024/05/08, 00:39,956.5926,26.8119,482.75,502.55
2024/05/08, 00:39,956.5901,26.8117,482.77,502.57
2024/05/08, 00:40,956.5978,26.8107,482.71,502.5
2024/05/08, 00:40,956.5964,26.8108,482.72,502.51
2024/05/08, 00:40,956.5922,26.8116,482.76,502.55
2024/05/08, 00:40,956.5991,26.8104,482.7,502.49
2024/05/08, 00:40,956.5943,26.8103,482.74,502.53
2024/05/08, 00:40,956.5941,26.8115,482.74,502.54
2024/05/08, 00:40,956.594,26.8127,482.74,502.54
2024/05/08, 00:40,956.5886,26.8136,482.79,502.59
2024/05/08, 00:40,956.5852,26.814,482.82,502.62
2024/05/08, 00:40,956.5895,26.815,482.78,502.58
2024/05/08, 00:40,956.5935,26.813,482.74,502.54
2024/05/08, 00:40,956.5781,26.8131,482.88,502.68
2024/05/08, 00:41,956.5817,26.8136,482.85,502.65
2024/05/08, 00:41,956.5967,26.8135,482.72,502.52
2024/05/08, 00:41,956.5966,26.8138,482.72,502.52
2024/05/08, 00:41,956.5953,26.8134,482.73,502.53
2024/05/08, 00:41,956.5916,26.8118,482.76,502.56
2024/05/08, 00:41,956.5912,26.8109,482.76,502.56
2024/05/08, 00:41,956.588,26.8131,482.79,502.59
2024/05/08, 00:41,956.5861,26.8131,482.81,502.61
2024/05/08, 00:41,956.5888,26.8135,482.79,502.59
2024/05/08, 00:41,956.5959,26.8145,482.72,502.52
2024/05/08, 00:41,956.5898,26.8142,482.78,502.58
2024/05/08, 00:41,956.598,26.8128,482.71,502.5
2024/05/08, 00:42,956.6046,26.8147,482.65,502.45
2024/05/08, 00:42,956.5911,26.8157,482.77,502.57
2024/05/08, 00:42,956.6044,26.8161,482.65,502.45
2024/05/08, 00:42,956.6066,26.8159,482.63,502.43
2024/05/08, 00:42,956.6013,26.8148,482.68,502.48
2024/05/08, 00:42,956.6007,26.8149,482.68,502.48
2024/05/08, 00:42,956.5904,26.8149,482.77,502.58
2024/05/08, 00:42,956.5753,26.8144,482.9,502.71
2024/05/08, 00:42,956.5868,26.8151,482.8,502.61
2024/05/08, 00:42,956.5834,26.8142,482.83,502.64
2024/05/08, 00:42,956.5801,26.8139,482.86,502.67
2024/05/08, 00:42,956.5836,26.8157,482.83,502.64
2024/05/08, 00:43,956.5888,26.8154,482.79,502.59
2024/05/08, 00:43,956.5942,26.8138,482.74,502.54
2024/05/08, 00:43,956.5945,26.815,482.74,502.54
2024/05/08, 00:43,956.592,26.8148,482.76,502.56
2024/05/08, 00:43,956.5973,26.814,482.71,502.51
2024/05/08, 00:43,956.5897,26.8118,482.78,502.58
2024/05/08, 00:43,956.584,26.8125,482.83,502.63
2024/05/08, 00:43,956.5926,26.8135,482.75,502.55
2024/05/08, 00:43,956.5963,26.8137,482.72,502.52
2024/05/08, 00:43,956.5906,26.8132,482.77,502.57
2024/05/08, 00:43,956.5898,26.8125,482.78,502.58
2024/05/08, 00:43,956.5923,26.8144,482.75,502.56
2024/05/08, 00:44,956.5797,26.8141,482.86,502.67
2024/05/08, 00:44,956.5831,26.8126,482.84,502.64
2024/05/08, 00:44,956.5851,26.8131,482.82,502.62
2024/05/08, 00:44,956.5864,26.8125,482.81,502.61
2024/05/08, 00:44,956.5836,26.8114,482.83,502.63
2024/05/08, 00:44,956.5851,26.8117,482.82,502.62
2024/05/08, 00:44,956.5916,26.8125,482.76,502.56
2024/05/08, 00:44,956.5879,26.8129,482.79,502.59
2024/05/08, 00:44,956.5837,26.8121,482.83,502.63
2024/05/08, 00:44,956.5851,26.8121,482.82,502.62
2024/05/08, 00:44,956.5881,26.8115,482.79,502.59
2024/05/08, 00:45,956.5789,26.8119,482.87,502.67
2024/05/08, 00:45,956.5703,26.8113,482.95,502.75
2024/05/08, 00:45,956.5652,26.8101,482.99,502.8
2024/05/08, 00:45,956.562,26.8102,483.02,502.83
2024/05/08, 00:45,956.5818,26.812,482.85,502.65
2024/05/08, 00:45,956.5803,26.8123,482.86,502.66
2024/05/08, 00:45,956.5772,26.8109,482.89,502.69
2024/05/08, 00:45,956.5847,26.812,482.82,502.62
2024/05/08, 00:45,956.5823,26.8126,482.84,502.64
2024/05/08, 00:45,956.5891,26.812,482.78,502.58
2024/05/08, 00:45,956.5842,26.8115,482.83,502.63
2024/05/08, 00:45,956.5818,26.8131,482.85,502.65
2024/05/08, 00:46,956.5869,26.8132,482.8,502.6
2024/05/08, 00:46,956.5959,26.8127,482.72,502.52
2024/05/08, 00:46,956.5883,26.812,482.79,502.59
2024/05/08, 00:46,956.5897,26.8104,482.78,502.57
2024/05/08, 00:46,956.5853,26.8098,482.82,502.61
2024/05/08, 00:46,956.5843,26.8098,482.82,502.62
2024/05/08, 00:46,956.5818,26.8095,482.85,502.64
2024/05/08, 00:46,956.5843,26.8094,482.82,502.62
2024/05/08, 00:46,956.5845,26.8088,482.82,502.62
2024/05/08, 00:46,956.5809,26.8063,482.85,502.65
2024/05/08, 00:46,956.5792,26.8058,482.87,502.66
2024/05/08, 00:46,956.5643,26.8048,483.0,502.8
2024/05/08, 00:47,956.5712,26.8048,482.94,502.73
2024/05/08, 00:47,956.5862,26.8046,482.81,502.6
2024/05/08, 00:47,956.6023,26.8049,482.67,502.45
2024/05/08, 00:47,956.5896,26.8043,482.78,502.56
2024/05/08, 00:47,956.5863,26.8048,482.81,502.6
2024/05/08, 00:47,956.5863,26.8052,482.81,502.6
2024/05/08, 00:47,956.5858,26.8043,482.81,502.6
2024/05/08, 00:47,956.5908,26.8038,482.77,502.55
2024/05/08, 00:47,956.5824,26.8042,482.84,502.63
2024/05/08, 00:47,956.5873,26.8037,482.8,502.58
2024/05/08, 00:47,956.5829,26.8026,482.84,502.62
2024/05/08, 00:47,956.582,26.8013,482.84,502.63
2024/05/08, 00:48,956.5747,26.8018,482.91,502.7
2024/05/08, 00:48,956.5681,26.8014,482.97,502.76
2024/05/08, 00:48,956.566,26.803,482.98,502.78
2024/05/08, 00:48,956.5759,26.8027,482.9,502.69
2024/05/08, 00:48,956.5745,26.8029,482.91,502.7
2024/05/08, 00:48,956.5804,26.8034,482.86,502.65
2024/05/08, 00:48,956.5704,26.7996,482.95,502.73
2024/05/08, 00:48,956.5673,26.801,482.97,502.76
2024/05/08, 00:48,956.5657,26.7986,482.99,502.77
2024/05/08, 00:48,956.5615,26.7986,483.02,502.81
2024/05/08, 00:48,956.5639,26.7965,483.0,502.78
2024/05/08, 00:48,956.5663,26.7954,482.98,502.76
2024/05/08, 00:49,956.5656,26.7946,482.99,502.77
2024/05/08, 00:49,956.5706,26.7955,482.94,502.72
2024/05/08, 00:49,956.5639,26.7961,483.0,502.78
2024/05/08, 00:49,956.5579,26.7965,483.06,502.84
2024/05/08, 00:49,956.5463,26.7964,483.16,502.94
2024/05/08, 00:49,956.533,26.7947,483.27,503.06
2024/05/08, 00:49,956.5378,26.7953,483.23,503.02
2024/05/08, 00:49,956.5452,26.7959,483.17,502.95
2024/05/08, 00:49,956.5336,26.7936,483.27,503.06
2024/05/08, 00:49,956.5338,26.7932,483.27,503.05
2024/05/08, 00:49,956.5277,26.7931,483.32,503.11
2024/05/08, 00:49,956.5408,26.7935,483.2,502.99
2024/05/08, 00:50,956.5461,26.7914,483.16,502.94
2024/05/08, 00:50,956.5522,26.7904,483.1,502.88
2024/05/08, 00:50,956.5432,26.7902,483.18,502.96
2024/05/08, 00:50,956.5452,26.7909,483.17,502.95
2024/05/08, 00:50,956.5439,26.792,483.18,502.96
2024/05/08, 00:50,956.5436,26.7907,483.18,502.96
2024/05/08, 00:50,956.5593,26.7911,483.04,502.82
2024/05/08, 00:50,956.558,26.7923,483.05,502.83
2024/05/08, 00:50,956.5372,26.7922,483.24,503.02
2024/05/08, 00:50,956.5528,26.7926,483.1,502.88
2024/05/08, 00:50,956.5372,26.7903,483.24,503.02
2024/05/08, 00:50,956.5439,26.7907,483.18,502.96
2024/05/08, 00:51,956.5349,26.7906,483.26,503.04
2024/05/08, 00:51,956.5383,26.792,483.23,503.01
2024/05/08, 00:51,956.5344,26.7908,483.26,503.04
2024/05/08, 00:51,956.5413,26.7925,483.2,502.98
2024/05/08, 00:51,956.5467,26.7918,483.15,502.93
2024/05/08, 00:51,956.5359,26.7912,483.25,503.03
2024/05/08, 00:51,956.5251,26.791,483.34,503.13
2024/05/08, 00:51,956.5281,26.7906,483.31,503.1
2024/05/08, 00:51,956.5324,26.7905,483.28,503.06
2024/05/08, 00:51,956.5298,26.7917,483.3,503.09
2024/05/08, 00:51,956.5281,26.7901,483.31,503.1
2024/05/08, 00:51,956.5226,26.79,483.36,503.15
2024/05/08, 00:52,956.528,26.7905,483.32,503.1
2024/05/08, 00:52,956.5345,26.7903,483.26,503.04
2024/05/08, 00:52,956.5299,26.7905,483.3,503.08
2024/05/08, 00:52,956.5265,26.7909,483.33,503.12
2024/05/08, 00:52,956.5215,26.7907,483.37,503.16
2024/05/08, 00:52,956.5164,26.791,483.42,503.21
2024/05/08, 00:52,956.5149,26.7905,483.43,503.22
2024/05/08, 00:52,956.5114,26.7911,483.46,503.25
2024/05/08, 00:52,956.5167,26.792,483.41,503.21
2024/05/08, 00:52,956.5107,26.7928,483.47,503.26
2024/05/08, 00:52,956.5195,26.7918,483.39,503.18
2024/05/08, 00:52,956.507,26.7908,483.5,503.29
2024/05/08, 00:53,956.5074,26.7917,483.5,503.29
2024/05/08, 00:53,956.5045,26.7919,483.52,503.32
2024/05/08, 00:53,956.5007,26.7919,483.55,503.35
2024/05/08, 00:53,956.5095,26.794,483.48,503.27
2024/05/08, 00:53,956.5012,26.7938,483.55,503.35
2024/05/08, 00:53,956.4982,26.7927,483.58,503.38
2024/05/08, 00:53,956.499,26.7946,483.57,503.37
2024/05/08, 00:53,956.4974,26.7943,483.58,503.39
2024/05/08, 00:53,956.4952,26.7937,483.6,503.4
2024/05/08, 00:53,956.4938,26.7954,483.61,503.42
2024/05/08, 00:53,956.4916,26.7937,483.63,503.44
2024/05/08, 00:53,956.4908,26.7943,483.64,503.45
2024/05/08, 00:54,956.4965,26.7937,483.59,503.39
2024/05/08, 00:54,956.4869,26.7926,483.67,503.48
2024/05/08, 00:54,956.4911,26.7929,483.64,503.44
2024/05/08, 00:54,956.4899,26.7937,483.65,503.45
2024/05/08, 00:54,956.4721,26.7943,483.8,503.61
2024/05/08, 00:54,956.4672,26.7944,483.85,503.66
2024/05/08, 00:54,956.4572,26.7934,483.93,503.75
2024/05/08, 00:54,956.4581,26.7948,483.93,503.74
2024/05/08, 00:54,956.4604,26.7949,483.91,503.72
2024/05/08, 00:54,956.452,26.7958,483.98,503.8
2024/05/08, 00:54,956.4565,26.7947,483.94,503.76
2024/05/08, 00:54,956.4539,26.7941,483.96,503.78
2024/05/08, 00:55,956.4461,26.7944,484.03,503.85
2024/05/08, 00:55,956.462,26.7959,483.89,503.71
2024/05/08, 00:55,956.4671,26.7952,483.85,503.66
2024/05/08, 00:55,956.4578,26.7961,483.93,503.75
2024/05/08, 00:55,956.4327,26.7952,484.15,503.97
2024/05/08, 00:55,956.447,26.7955,484.02,503.84
2024/05/08, 00:55,956.4586,26.7941,483.92,503.74
2024/05/08, 00:55,956.4451,26.7932,484.04,503.86
2024/05/08, 00:55,956.4459,26.795,484.03,503.85
2024/05/08, 00:55,956.4525,26.7936,483.97,503.79
2024/05/08, 00:55,956.4526,26.7924,483.97,503.79
2024/05/08, 00:55,956.4459,26.7942,484.03,503.85
2024/05/08, 00:56,956.4264,26.7919,484.2,504.03
2024/05/08, 00:56,956.4274,26.7913,484.19,504.02
2024/05/08, 00:56,956.4302,26.7928,484.17,503.99
2024/05/08, 00:56,956.4322,26.7926,484.15,503.97
2024/05/08, 00:56,956.4364,26.7914,484.11,503.93
2024/05/08, 00:56,956.4264,26.7892,484.2,504.02
2024/05/08, 00:56,956.4438,26.7902,484.05,503.86
2024/05/08, 00:56,956.4435,26.7908,484.05,503.87
2024/05/08, 00:56,956.4385,26.7899,484.1,503.91
2024/05/08, 00:56,956.4074,26.7887,484.37,504.19
2024/05/08, 00:56,956.4014,26.7879,484.42,504.25
2024/05/08, 00:57,956.401,26.7884,484.42,504.25
2024/05/08, 00:57,956.3972,26.7884,484.46,504.29
2024/05/08, 00:57,956.413,26.7894,484.32,504.14
2024/05/08, 00:57,956.3978,26.7886,484.45,504.28
2024/05/08, 00:57,956.3853,26.788,484.56,504.39
2024/05/08, 00:57,956.3958,26.788,484.47,504.3
2024/05/08, 00:57,956.3816,26.7872,484.59,504.42
2024/05/08, 00:57,956.3736,26.7884,484.66,504.5
2024/05/08, 00:57,956.3804,26.7882,484.6,504.44
2024/05/08, 00:57,956.374,26.7887,484.66,504.5
2024/05/08, 00:57,956.3929,26.7896,484.49,504.33
2024/05/08, 00:57,956.3854,26.7904,484.56,504.4
2024/05/08, 00:58,956.3759,26.7888,484.64,504.48
2024/05/08, 00:58,956.3649,26.7868,484.74,504.58
2024/05/08, 00:58,956.3687,26.7851,484.71,504.54
2024/05/08, 00:58,956.3645,26.7858,484.74,504.58
2024/05/08, 00:58,956.3616,26.7861,484.77,504.6
2024/05/08, 00:58,956.3577,26.7861,484.8,504.64
2024/05/08, 00:58,956.3496,26.7861,484.87,504.71
2024/05/08, 00:58,956.3487,26.786,484.88,504.72
2024/05/08, 00:58,956.3409,26.7857,484.95,504.79
2024/05/08, 00:58,956.3428,26.7847,484.93,504.77
2024/05/08, 00:58,956.3497,26.7856,484.87,504.71
2024/05/08, 00:58,956.3628,26.786,484.76,504.59
2024/05/08, 00:59,956.35,26.7856,484.87,504.71
2024/05/08, 00:59,956.3391,26.785,484.96,504.81
2024/05/08, 00:59,956.3473,26.7833,484.89,504.73
2024/05/08, 00:59,956.349,26.783,484.88,504.71
2024/05/08, 00:59,956.3416,26.7816,484.94,504.78
2024/05/08, 00:59,956.356,26.7819,484.82,504.65
2024/05/08, 00:59,956.3523,26.7809,484.85,504.68
2024/05/08, 00:59,956.3347,26.7799,485.0,504.84
2024/05/08, 00:59,956.3299,26.78,485.04,504.88
2024/05/08, 00:59,956.3267,26.7793,485.07,504.91
2024/05/08, 00:59,956.3357,26.78,484.99,504.83
2024/05/08, 00:59,956.3375,26.7791,484.98,504.81
2024/05/08, 01:00,956.3422,26.7793,484.94,504.77
2024/05/08, 01:00,956.3318,26.7784,485.03,504.86
2024/05/08, 01:00,956.3226,26.7783,485.11,504.95
2024/05/08, 01:00,956.3215,26.7789,485.12,504.96
2024/05/08, 01:00,956.3206,26.7786,485.13,504.96
2024/05/08, 01:00,956.3243,26.7788,485.09,504.93
2024/05/08, 01:00,956.3314,26.7768,485.03,504.86
2024/05/08, 01:00,956.3379,26.7757,484.97,504.8
2024/05/08, 01:00,956.3304,26.777,485.04,504.87
2024/05/08, 01:00,956.308,26.7769,485.24,505.08
2024/05/08, 01:00,956.3122,26.7783,485.2,505.04
2024/05/08, 01:00,956.3148,26.78,485.18,505.02
2024/05/08, 01:01,956.3131,26.7792,485.19,505.03
2024/05/08, 01:01,956.3006,26.7778,485.3,505.14
2024/05/08, 01:01,956.2983,26.7779,485.32,505.17
2024/05/08, 01:01,956.3085,26.779,485.23,505.07
2024/05/08, 01:01,956.3121,26.7778,485.2,505.04
2024/05/08, 01:01,956.3126,26.7793,485.19,505.04
2024/05/08, 01:01,956.307,26.7799,485.24,505.09
2024/05/08, 01:01,956.314,26.7801,485.18,505.03
2024/05/08, 01:01,956.3159,26.7795,485.17,505.01
2024/05/08, 01:01,956.3179,26.7777,485.15,504.99
2024/05/08, 01:01,956.3013,26.7784,485.29,505.14
2024/05/08, 01:01,956.3052,26.7793,485.26,505.11
2024/05/08, 01:02,956.2982,26.7786,485.32,505.17
2024/05/08, 01:02,956.3022,26.7792,485.29,505.13
2024/05/08, 01:02,956.2937,26.7792,485.36,505.21
2024/05/08, 01:02,956.2974,26.7806,485.33,505.18
2024/05/08, 01:02,956.2815,26.7793,485.47,505.32
2024/05/08, 01:02,956.2906,26.78,485.39,505.24
2024/05/08, 01:02,956.2963,26.7806,485.34,505.19
2024/05/08, 01:02,956.2926,26.7813,485.37,505.22
2024/05/08, 01:02,956.3015,26.782,485.29,505.14
2024/05/08, 01:02,956.2875,26.7815,485.41,505.27
2024/05/08, 01:02,956.2792,26.7821,485.49,505.35
2024/05/08, 01:02,956.2794,26.7826,485.48,505.35
2024/05/08, 01:03,956.2863,26.7827,485.42,505.28
2024/05/08, 01:03,956.2801,26.7838,485.48,505.34
2024/05/08, 01:03,956.2776,26.7827,485.5,505.36
2024/05/08, 01:03,956.2829,26.7826,485.45,505.31
2024/05/08, 01:03,956.2744,26.7812,485.53,505.39
2024/05/08, 01:03,956.2791,26.7814,485.49,505.35
2024/05/08, 01:03,956.2724,26.7801,485.55,505.4
2024/05/08, 01:03,956.272,26.7815,485.55,505.41
2024/05/08, 01:03,956.2773,26.782,485.5,505.36
2024/05/08, 01:03,956.2748,26.7818,485.52,505.39
2024/05/08, 01:03,956.2745,26.7803,485.53,505.39
2024/05/08, 01:03,956.2597,26.7826,485.66,505.52
2024/05/08, 01:04,956.2723,26.7812,485.55,505.41
2024/05/08, 01:04,956.2672,26.7822,485.59,505.46
2024/05/08, 01:04,956.2545,26.7809,485.7,505.57
2024/05/08, 01:04,956.26,26.781,485.65,505.52
2024/05/08, 01:04,956.2578,26.7834,485.67,505.54
2024/05/08, 01:04,956.2518,26.7829,485.73,505.6
2024/05/08, 01:04,956.2463,26.7817,485.77,505.64
2024/05/08, 01:04,956.2518,26.7821,485.73,505.59
2024/05/08, 01:04,956.2498,26.7814,485.74,505.61
2024/05/08, 01:04,956.2445,26.7819,485.79,505.66
2024/05/08, 01:04,956.2444,26.7814,485.79,505.66
